,vijest,kategorija
1866," 'Ministri energetike članica Evropske unije u utorak bi trebali potvrditi dogovor o zabrani prodaje novih vozila koje pokreću motori s unutrašnjim sagorijevanjem od 2035. godine, nakon što je s Njemačkom postignut dogovor da se iz zabrane izuzmu motori koji će koristiti sintetička, e-goriva.\n Dogovor je prethodno postignut na sastanku zamjenika stalnih predstavnika država članica (Coreper I), javlja Hina.\n Početkom mjeseca Njemačka je blokirala već usaglašeni zakon o zabrani prodaje novih vozila s motorima na benzin i dizel nakon 2035. godine.\n Zakon je već izglasan u Evropskom parlamentu i preostala je još samo formalna odluka u Vijeću, ali je Njemačka u posljednji čas to blokirala, što je krajnje neobično jer je u toj fazi odlučivanja odluka Vijeća najčešće samo formalnost.\n Njemačka je na svoju stranu uspjela pridobiti još nekoliko zemalja članica poput Italije, Poljske i Bugarske te je na taj način mogla blokirati odluku u Vijeću.\nProizvodnja e-goriva još u povojima\n Evropska komisija je u međuvremenu postigla dogovor s Njemačkom prema kojem će postojeći tekst zakona o zabrani vozila s motorima na benzin i dizel goriva ostati nepromijenjen, a Komisija se obavezala da će donijeti delegiranu uredbu do jeseni ove godine kojom će se uvesti nova kategorija vozila u EU za automobile koji mogu pokretati samo ugljično neutralna goriva.\n Sintetička ili e-goriva proizvode se iz čistog vodika i ugljikovog dioksida koji se uzima iz atmosfere. Ta se goriva mogu koristiti u današnjim motorima s unutrašnjim sagorijevanjem. Izgaranjem tih goriva oslobađa se ugljikov dioksid koji je već uzet iz atmosfere, pa se ne pridonosi povećanju emisija, te će se prema delegiranoj uredbi to smatrati ugljično-neutralnim gorivom.\n Tehnologija proizvodnje e-goriva još uvijek je u povojima i daleko od komercijalizacije. Za njihovu proizvodnju potrebne su velike količine električne energije iz obnovljivih izvora kako bi se elektrolizom dobio čisti vodik.\nMnogi upozoravaju na mogućnost zloupotrebe jer će se i nakon 2035. na benzinskim pumpama prodavati klasična goriva budući da će i tada prometovati vozila proizvedena prije te godine.",4
1867," '“Nećemo dozvoliti da uspijete u tome što pokušavate, da upravljate percepcijom. Ovo je ozbiljna stvar. Dozvolite da sistem funkcioniše, da što prije dobijemo rezultate. Nemojte da se bojite volje građana”, poručio je predsjednički kandidat Kemal Kilicdaroglu.",5
1868," 'Povodom Dana Vojske Srbije, na vojnom aerodromu Batajnica u Beogradu, održan je prikaz sposobnosti Vojske Srbije “Granit 2023”.\n Državnom vrhu i građanima predstavljene su sposobnosti dijela jedinica Vojske Srbije, kao i kupljeno savremeno naoružanje i vojna oprema, kojim se, kako navode, čuva pozicija vojne neutralnosti.\nAnalitičari ukazuju da, iako je vojska dobro opremljena, pozicija neutralnosti tu zemlju mnogo košta.",1
1869," 'Prvi turski mini satelit Grizu-263A prikupio je više od 10.000 podataka tokom prošle godine.\n Satelit Grizu-263A koji je dizajnirao Svemirski tim Grizu 263, studenata Fakulteta za inžinjering pri Univerzitetu Bulent Ecevit u Zonguldaku, lansiran je u svemir 13. januara 2022. godine raketom Falcon 9, kompanije SpaceX, prenosi Anadolija.\n “Stabilizovao se u roku od 13 dana nakon lansiranja. Nakon stabilizacije, primljeni su podaci”, rekao je novinarima Bulent Ekmekci, savjetnik Svemirskog tima Grizu-263.\n Rekao je da su postigli svoje ciljeve u vezi sa satelitom.\n “Mi kažemo da je sada vrijeme za nove satelite”, dodao je Ekmekci.\nProizvodi podatke svakih 10 sekundi\n Ekmekci je rekao da satelit, koji rotira u polarnoj orbiti, završava svoju orbitu za oko sat i po.\n “Tokom ovih orbita, kreće se preko različitih geografskih lokacija u svijetu. Proizvodi podatke svakih 10 sekundi. Postoji više od 10.000 potvrđenih podataka”, naveo je on.\n Osnovan 2016. godine, Svemirski tim Grizu-263 ima za cilj istraživanja svemira, satelitske tehnologije i učestvovanje na međunarodnim takmičenjima.\n Tim je nazvan u znak odavanja počasti 263 rudara koji su poginuli u eksploziji u distriktu Kozlu 1992. godine.\nSatelit je dizajniran da radi u niskoj zemljinoj orbiti oko 525 kilometara ukupno četiri godine i osam mjeseci.",4
1870," 'Njemačka vlada planira zabraniti telekomunikacijskim operaterima da koriste određene komponente kineskih kompanija Huawei i ZTE u 5G mrežama.\n Zabrana bi mogla uključiti komponente koje su već ugrađene u mreže, zahtijevajući od operatera da ih ukloni i zamijeni, objavio je njemački Zeit, pozivajući se na vladine izvore. I Reuters je naknadno dobio potvrdu te informacije.\n Kritike na račun kompanija Huawei i ZTE dolaze zbog njihovih bliskih veza sa kineskim bezbjednosnim službama, pa bi se ugrađivanje njihovih dijelova u 5G mobilne mreže moglo koristiti u špijunske svrhe, pa čak i da saboteri pristupe dijelovima ključne njemačke infrastrukture, prenosi Tanjug.\nKina negira optužbe\n Huawei, ZTE i kineska vlada negiraju takve tvrdnje i smatraju da su zabrane motivisane željom da se podrže njihovi tržišni rivali.\n Njemačka je 2021. godine usvojila zakon o cyber bezbjednosti, postavljajući visoke prepreke za telekomunikacijsku opremu za mreže novijih generacija, ali nije zabranila Huawei i ZTE, kao što su uradile neke druge države.\nZeit navodi da su vladina agencija za cyber bezbjednosti i ministarstvo unutrašnjih poslova radili mjesecima na provjeri da li bi komponente u nadolazećoj 5G mreži mogle da stave njemačku bezbjednost u rizik.",4
1871," 'Njemačka je gotovo u potpunosti nadoknadila gubitak ruskih isporuka plina, zahvaljujući velikom porastu uvoza iz Norveške, Nizozemske i Belgije, nakon što je Moskva prošle godine smanjila isporuke zbog podrške Zapada Ukrajini.\n Između 2017. i kraja februara 2022. godine Njemačka je u prosjeku uvozila 77 teravat sati prirodnog plina mjesečno, minus izvoz, koji je korišten za pokrivanje nacionalne potrošnje i punjenje skladišta, navodi se u internom dokumentu njemačke savezne agencije za plin, prenosi dpa.\n Nasuprot tome, neto uvoz od septembra 2022. do kraja januara ove godine – što znači bez ruske isporuke plina – iznosio je 72,7 teravat sati mjesečno.\n Osim toga, Njemačka je u januaru uvezla četiri teravat sata tečnog prirodnog plina (LNG) preko novih terminala na njemačkim obalama.\n‘Stabilna’ opskrba Njemačke\n U prosjeku je 26 teravat sati prirodnog plina mjesečno stizalo u Njemačku iz Norveške od 2017. do kraja februara 2022. godine, navodi se u dokumentu.\n Nakon prestanka ruskih isporuka ta je količina porasla na 41 teravat sat, prenosi Hina.\n U međuvremenu je neto uvoz iz Nizozemske porastao sa dva na 25 teravat sati, dok su tokovi plina iz Belgije porasli sa dva teravat sata na 23 mjesečno, u prosjeku od septembra.\nSavezna\xa0agencija nastavlja opskrbu Njemačke plinom ocjenjivati kao “stabilnu”.",3
1872," 'Australijski naučnici vjeruju da su na pravom putu da vrate izumrlu vrstu tasmanijskog tigra i kažu da bi mogli imati prvo živo mladunče u sljedećem desetljeću, javlja dpa.\n Općenito se vjeruje da je tobolčar tasmanijski tigar, čije je naučno ime Thylacinus, nestao s australijskog kopna prije 2.000 godina. Posljednji poznati primjerak uginuo je 1936. godine u zatočeništvu u zoološkom vrtu Beaumaris u Hobartu, na Tasmaniji.\n Životinja je bila slična psu, bila je duga oko metar (bez repa), sivkastosmeđe boje s 12 do 14 crnih poprečnih pruga na leđima. Ženka je kotila dva do četiri mladunca koji bi ostali u tobolcu oko tri mjeseca. Nastanjivao je Australiju, Tasmaniju i Novu Gvineju.\nVeliki izazov povratka izumrlih vrsta\n Andrew Pask s Univerziteta u Melbourneu naveo je da će najavljeno partnerstvo između njegove laboratorije za integrirano istraživanje genetske obnove Thylacinusa i američkog Colossal Biosciencesa omogućiti naučnicima da poduzmu “velike korake u očuvanju australijskih ugroženih tobolčara i prihvate veliki izazov povratka izumrlih vrsta”.\n Colossalove revolucionarne tehnologije za uređivanje gena kombinirat će se s radom laboratorije na sekvenciranju genoma Thylacinusa u svrhu povratka izumrlog tobolčara, stoji u priopćenju za javnost. Napori će također biti potpomognuti radom laboratorije na identificiranju tobolčara sa sličnim DNK kao Thylacinus kako bi se dobile žive stanice.\n“S ovim partnerstvom, sada vjerujem da bismo za deset godina mogli imati našu prvu živu bebu tasmanijskog tigra koje su ljudi lovili dok ih nisu istrijebili prije gotovo 100 godina”, rekao je Pask.",4
1873," 'Borbe za grad Bahmut u ukrajinskoj istočnoj regiji Donbas postala je najduža i najkrvavija bitka tokom ruske invazije na Ukrajinu.\n Evo vremenskog slijeda tamošnjih ključnih događaja:\n 8. maj 2022. – Ukrajina potvrđuje da su se njene snage povukle iz Popasne, grada oko 24 kilometara istočno od Bahmuta, s glavnom cestom koja prolazi između dva mjesta. Ruske snage sada mogu napredovati prema Bahmutu i gađati ga artiljerijom.\n 9. augusta 2022. – Britanska odbrambena obavještajna služba saopćila da je Bahmut najuspješnija ruska fronta u posljednjih 30 dana i da su trupe napredovale oko 10 kilometara u regiji.\n 8. oktobra 2022. – Wagner počinje napadati Bahmut, prema vođi ruskih plaćenika Jevgeniju Prigožinu.\n 15. oktobra 2022. – Ukrajinski predsjednik Volodimir Zelenski kaže da je situacija u Bahmutu “najteža” od svih ratišta. “Mi držimo svoje pozicije”, rekao je tada.\n 20. decembar 2022. – Zelenski iznenada dolazi u posjetu gradu, gdje pozdravlja “nadljudske” napore ukrajinskih vojnika i poziva ih da se bore dalje.\n 25. januar 2023. – Ukrajinska vojska saopćila da se povukla iz grada Soledara, sjeverno od Bahmuta. Dvije sedmice ranije, Prigožin je objavio svoju fotografiju zajedno s nekim od svojih boraca u, kako je rekao, jednom od rudnika soli u Soledaru.\n 3. februar 2023. – Zelenski rekao da će se Ukrajina boriti “sve dok bude mogla” za Bahmut. “Niko neće dati Bahmut… Smatramo Bahmut svojom tvrđavom”, naveo je.\n 10. mart 2023. – Nakon što se činilo da Kijev planira povlačenje početkom marta, a zapadni saveznici doveli u pitanje stratešku važnost Bahmuta, Ukrajina je odlučila pojačati svoje snage u Bahmutu, rekavši da ta bitka blokira najbolje ruske vojne jedinice.\n 22. mart 2023. – Zelenski iznenada posjećuje trupe u blizini Bahmuta kako bi im zahvalio na hrabrosti i podijelio nagrade.\n 2. april 2023. – Prigožin postavlja rusku zastavu pokraj, kako kaže, gradske vijećnice u Bahmutu. Kaže da preuzimanje zgrade znači da je Bahmut zauzela Moskva “s pravne tačke gledišta”. Ukrajina odbacuje njegovu tvrdnju, rekavši da nije jasno gdje je Prigožin podigao zastavu.\n 11. april 2023. – Prigožin kaže da Wagner kontrolira više od 80 posto Bahmuta. Ukrajina to opovrgava, rekavši da kontrolira “znatno” više od 20 posto grada.\n 26. april 2023. – Ministarstvo odbrane Ujedinjenog Kraljevstva kaže da su borbe dosegle zapadnu periferiju Bahmuta, posebno naselja na njegovom sjeverozapadnom rubu, dok Ukrajina nastoji zadržati kontrolu nad glavnom pristupnom cestom.\n 1. maj 2023. – Ukrajina tvrdi da je izbacila ruske snage s nekih položaja u Bahmutu usred žestokih borbi.\n 10. maj 2023. – Komandant ukrajinskih kopnenih snaga kaže da su se ruske jedinice u nekim dijelovima Bahmuta povukle do dva kilometra.\n 19. maj 2023. – Ukrajina tvrdi da je odbila napade ruskih snaga koje su pokušavale povratiti teritoriju oko Bahmuta. Prigožin kaže da se nastavljaju “teške, krvave bitke” i da su njegovi ljudi blizu potpunog zauzimanja Bakhmuta.\n 20. maj 2023. – Prigožin saopćio da su Wagnerove snage dovršile zauzimanje Bahmuta. Ukrajina tvrdi da je tamošnja situacija kritična, ali da njene snage još brane jugozapadni dio grada.\n21. maj 2023. – Rusko ministarstvo odbrane saopćilo da su ruske snage ‘oslobodile’ Bahmut, dok je predsjednik Vladimir Putin čestitao ruskoj vojsci i Wagneru. Zelenski rekao da je Bahmut “samo još u našim srcima” te da su ga Rusi skroz uništili. Nakon pisanja medija da je ukrajinski predsjednik potvrdio da su ruske snage zauzele grad, njegov glasnogovornik to negirao.",5
1874," 'Vlasnik Twittera Elon Musk rekao je registracija novih korisnika na toj društvenoj mreži rekordna i povećava se uprkos masovnom odlasku oglašivača i korisnika.\n Oglašivači na Twitteru, uključujući velike kompanije kao što su General Motors, Mondelez International, Volkswagen AG, pauzirali su oglašavanje na platformi, prenosi Reuters.\nPad prihoda\n Musk je rekao da se dogodio “masovni pad prihoda” od povlačenja oglašivača, okrivivši udruženja boraca za ljudska prava koja su pritiskala glavne oglašivače da preduzmu mjere ako Musk ne zaštiti moderiranje sadržaja, prenosi Tanjug.\n Vjeruje se da su stotine zaposlenih na Twitteru napustile tu kompaniju, nakon Muskovog ultimatuma da se zaposleni prijave za prekovremeni rad “visokog intenziteta” ili da odu.\nKompanija je ranije u novembru otpustila polovinu svoje radne snage, uključujući timove zadužene za komunikaciju, ljudska prava i vještačku inteligenciju, kao i timove za inženjering.",4
1875," 'Velika Zlatna arena za najbolji film 69. Pula Film Festivala dodijeljena je filmu Zbornica rediteljice Sonje Tarokić, a nagradu publike Zlatna vrata Pule osvojio je film Nosila je rubac črleni reditelja Gorana Dukića.\n Nagrađeni film Zbornica, producentice Ankice Jurić Tilić, osvojio je još četiri Zlatne arene i to za režiju koja je pripala rediteljici Sonji Tarokić, za najbolju glavnu mušku ulogu dodijeljena je Stojanu Matavulju, za najbolju sporednu žensku Nives Ivanković te za montažu koja je pripala Borni Buljeviću, prenosi Hina.\n Film Stric reditelja Davida Kapca i Andrije Mardešića osvojio je dvije Zlatne arene i to za scenarij koja je dodijeljena Andriji Mardešiću i Davidu Kapcu te za kostimografiju koja je pripala Ani Savić Gecan.\n Dvije Zlatne arene dobio je i film Punim plućima reditelja Radislava Jovanova i to za fotografiju koja je pripala Stanku Hercegu te za za oblikovanje zvuka Frani Homenu.\nBrojni filmovi ovjenčani nagradama\n Zlatna arena za najbolju glavnu žensku ulogu dodijeljena je Lani Barić za ulogu Vesne u filmu Glava velike ribe reditelja Arsena Uremovića, dok je Zlatna arena za najbolju sporednu mušku ulogu dodijeljena Ljubi Zečeviću za ulogu Jože u filmu Nosila je rubac črleni reditelja Gorana Dukića.\n Zlatna arena za masku pripala je Ani Bulajić Črček za film Illyricvum reditelja Simona Bogojevića Naratha. Nagrada Breza za najboljeg debitanta dodijeljena je scenaristici i rediteljici Nini Violić za film Baci se na pod.\n Ocjenjivački sud ovogodišnjeg 69. Pulskog filmskog festivala činili su predsjednik Stefan Ruzowitzky te članovi Rita Di Santo, Miran Miošić, Zrinko Ogresta i Marija Škaričić, a Zlatne arene svečano su dodijeljen u pulskoj Areni.\nHrvatska premijera\xa0‘Belfasta’\n Nagrada za najbolji film u Međunarodnom programu pripala je filmu Dani suše reditelja Emina Alpera, dok je publika glasanjem za Međunarodni program, dodijelila nagradu filmu Ljeto kada sam naučila letjeti reditelja Radivoja Andrića.\n Ocjenjivački sud Međunarodnog programa u sastavu Danica Čurčić, Jure Pavlović i Christian Routh odlučio je Zlatnu arenu za najbolji hrvatski doprinos u manjinskoj koprodukciji dodijeliti Snježani Sinovčić Šiškov za film Ljeto kada sam naučila letjeti reditelja Radivoja Andrića, a za najbolju manjinsku hrvatsku koprodukciju filmu Dani suše reditelja Emina Alpera. Posebno priznanje ocjenjivačkog suda dodijeljeno je filmu Vizija leptira reditelja Maksima Nakonečnog.\nPo završetku svečane dodjele nagrada, u pulskom amfiteatru prikazana je hrvatska premijera britanske biografske drame Belfast koju je režirao slavni Kenneth Branagh. Film je osvojio brojne nagrade na svjetskim festivalima, ali i filmsku nagradu Oscar za najbolji originalni scenarij.",2
